Client Name,Total Assistance,Total Investment,Investment Gain,Investment Grade,Condition,Estimated Jobs,Country,SME,Ownership,Status,Constituency,Sector,Business Plan Grade,Average Grade,Jobs Created
14th Avenue Dungannon,3680,4600,920.0,0.19999999999999996,Covid Support,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,False,False
20/20 Architects,17550,169500,151950.0,0.8964601769911504,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",True,True,True
20/20 Architects,3666,7332,3666.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
20/20 Architects,10000,10000,0.0,0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
2000 Weeks,19400,227000,207600.0,0.9145374449339208,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",True,True,True
2000 Weeks,1250,2500,1250.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
2000 Weeks,608,1215,607.0,0.4995884773662551,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
2000 Weeks,1993,3986,1993.0,0.5,Developing Skills,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
23B Solutions,42000,596174,554174.0,0.9295507687353021,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,True,True,True
23B Solutions,17335,56514,39179.0,0.6932618466220759,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,True,False
23B Solutions,900,1800,900.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,False,False
2NGaming Limited,5350,10700,5350.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
2NGaming Limited,47880,133713,85833.0,0.6419196338426332,Investing in R&D,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,INFORMATION AND COMMUNICATION,False,True,False
2NGaming Limited,48488,154880,106392.0,0.6869318181818183,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION,False,True,False
2NGaming Limited,48000,435000,387000.0,0.8896551724137931,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION,True,True,True
2NGaming Limited,10000,20000,10000.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION,False,False,False
2NGaming Limited,9940,19880,9940.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION,False,False,False
3 Interior Contracts Limited,27352,181175,153823.0,0.8490299434248655,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,True,True,True
3 Interior Contracts Limited,9493,35199,25706.0,0.7303048382056309,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,True,False
3 Interior Contracts Limited,6300,12600,6300.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,False,False
3173 Limited,162000,971000,809000.0,0.8331616889804325,Creating Jobs / Capital Investment / Business Development,27,Northern Ireland,SME,Local,Local,BELFAST SOUTH,FINANCIAL AND INSURANCE ACTIVITIES,False,True,True
3173 Limited,4926,9852,4926.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,FINANCIAL AND INSURANCE ACTIVITIES,False,False,False
3173 Limited,140304,450981,310677.0,0.6888915497548678,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,FINANCIAL AND INSURANCE ACTIVITIES,False,True,False
3173 Limited,7313,14626,7313.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,FINANCIAL AND INSURANCE ACTIVITIES,False,False,False
360 Energy,13000,115000,102000.0,0.8869565217391304,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,UPPER BANN,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,True,True,True
360 Energy,1530,3825,2295.0,0.6,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,False,True,False
360 Energy,5011,10624,5613.0,0.528332078313253,Investing in R&D,0,Northern Ireland,SME,Local,Local,UPPER BANN,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,False,False,False
3DEO NI,660000,3076000,2416000.0,0.7854356306892067,Creating Jobs / Capital Investment / Business Development,33,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION,False,True,True
3DEO NI,250000,500000,250000.0,0.5,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,False,False
3DEO NI,14498,59139,44641.0,0.7548487461742674,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,True,False
3DEO NI,50000,100000,50000.0,0.5,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,False,False
3DEO NI,25988,104477,78489.0,0.7512562573580788,Other,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,True,False
3EN Cloud Ltd,18904,63347,44443.0,0.7015801853284291,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,False,True,False
3EN Cloud Ltd,17429,39506,22077.0,0.5588265073659697,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
3EN Cloud Ltd,8027,19029,11002.0,0.5781701613327027,Investing in R&D,0,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
3EN Cloud Ltd,10000,22645,12645.0,0.558401413115478,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
3EN Cloud Ltd,96000,1268647,1172647.0,0.9243288322125855,Creating Jobs / Capital Investment / Business Development,16,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,True,True,True
3EN Cloud Ltd,2250,4500,2250.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
3EN Cloud Ltd,4000,14400,10400.0,0.7222222222222222,Developing Skills,0,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,False,True,False
3PS Computer Services Limited,14490,116800,102310.0,0.8759417808219179,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,INFORMATION AND COMMUNICATION,True,True,True
3R Mobility,22000,173500,151500.0,0.8731988472622478,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,True,True,True
3R Mobility,6232,21274,15042.0,0.7070602613518849,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,False,True,False
3RD Digital Limited,14200,35500,21300.0,0.6,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,INFORMATION AND COMMUNICATION,False,True,False
3RD Digital Limited,49000,249000,200000.0,0.8032128514056225,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,SOUTH DOWN,INFORMATION AND COMMUNICATION,False,True,True
3RD Digital Limited,3990,7980,3990.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
Flyte Technologies Limited,6000,20000,14000.0,0.7,Other,0,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,False,True,False
3RD Digital Limited,4125,8250,4125.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
3RD Digital Limited,3000,6000,3000.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,INFORMATION AND COMMUNICATION,False,False,False
3TPower Ltd,41700,139000,97300.0,0.7,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,WEST TYRONE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,True,True
3Y Group,6792,17670,10878.0,0.6156196943972836,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING,False,True,False
3Y Group,41310,148540,107230.0,0.7218930927696243,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING,False,True,True
3Y Group,6380,16325,9945.0,0.6091883614088821,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,MANUFACTURING,False,True,False
4 Beauty Group,10000,25225,15225.0,0.6035678889990089,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,True,False
4 Beauty Group,25000,78556,53556.0,0.6817556902082591,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,True,False
4 Beauty Group,3975,8112,4137.0,0.5099852071005917,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,False,False
4 Beauty Group,10300,20600,10300.0,0.5,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,False,False
4 Leaf Exhibitions,16000,176788,160788.0,0.9094961196461299,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,NORTH ANTRIM,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,True,True,True
42 Digital Ltd,35000,384880,349880.0,0.9090625649553108,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,WEST TYRONE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",True,True,True
42 Digital Ltd,10000,20000,10000.0,0.5,Developing Overseas Trade Capability,0,Northern Ireland,SME,Local,Local,WEST TYRONE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
45/50 Ltd,5570,13925,8355.0,0.6,Other,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,True,False
45/50 Ltd,3140,8000,4860.0,0.6074999999999999,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,True,False
493K Limited,4000,8000,4000.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
493K Limited,10000,20000,10000.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
54North,15000,15000,0.0,0,Other,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,INFORMATION AND COMMUNICATION,False,False,False
54North,10000,10000,0.0,0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,INFORMATION AND COMMUNICATION,False,False,False
A & B Pneumatics Limited,9000,30000,21000.0,0.7,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,True,True
A & B Pneumatics Limited,2436,4872,2436.0,0.5,Developing Skills,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,False,False
A & B Pneumatics Limited,48000,451540,403540.0,0.8936971253930992,Creating Jobs / Capital Investment / Business Development,12,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,True,True,True
A & B Pneumatics Limited,13000,52000,39000.0,0.75,Other,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING,False,True,False
A & N Shilliday & Co Ltd,42200,507000,464800.0,0.9167652859960552,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,OTHER SERVICE ACTIVITIES,True,True,True
A & N Shilliday & Co Ltd,17313,57505,40192.0,0.698930527780193,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,OTHER SERVICE ACTIVITIES,False,True,False
A Broader Picture,4000,5000,1000.0,0.19999999999999996,Covid Support,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,False,False
A N Irwin Feeds Ltd,95000,841098,746098.0,0.887052400552611,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING,True,True,True
A N Irwin Feeds Ltd,37500,85000,47500.0,0.5588235294117647,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING,False,False,True
A R Live Systems Limited,48000,437900,389900.0,0.8903859328613839,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,NORTH DOWN,INFORMATION AND COMMUNICATION,True,True,True
A Slice of Heaven Limited,6210,20700,14490.0,0.7,Other,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING,False,True,False
A W Control Systems Ltd,2030,4060,2030.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,False,False
A W Control Systems Ltd,11100,37000,25900.0,0.7,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,True,True
A W Control Systems Ltd,10000,20225,10225.0,0.5055624227441285,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,False,False
A W Control Systems Ltd,1470,3000,1530.0,0.51,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,False,False
A W Control Systems Ltd,32820,119000,86180.0,0.7242016806722689,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,True,True
A W Control Systems Ltd,128000,1000600,872600.0,0.8720767539476314,Creating Jobs / Capital Investment / Business Development,16,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,True,True,True
A W Control Systems Ltd,10000,20315,10315.0,0.5077528919517598,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,False,False
A W Control Systems Ltd,2008,12937,10929.0,0.8447862719332149,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,True,True,False
A W Control Systems Ltd,7500,15000,7500.0,0.5,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,False,False
A.Farlow (Engineering) Ltd,49257,114129,64872.0,0.5684094314328523,Investing in R&D,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,False,False,False
A.Farlow (Engineering) Ltd,48000,332800,284800.0,0.8557692307692308,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,True,True,True
A.Farlow (Engineering) Ltd,2738,6846,4108.0,0.6000584282792871,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,False,True,False
A.Farlow (Engineering) Ltd,2882,5764,2882.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,False,False,False
A.Farlow (Engineering) Ltd,5800,11600,5800.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,False,False,False
A.Farlow (Engineering) Ltd,47203,137424,90221.0,0.6565156013505646,Investing in R&D,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,False,True,False
Armagh Marble,5100,17000,11900.0,0.7,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING,False,True,False
A.Farlow (Engineering) Ltd,4874,9748,4874.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,False,False,False
A.Farlow (Engineering) Ltd,826,1651,825.0,0.4996971532404604,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,False,False,False
A.J. Power Limited,1384291,9323798,7939507.0,0.8515314252839883,Creating Jobs / Capital Investment / Business Development,50,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING,True,True,True
A.J. Power Limited,15600,52000,36400.0,0.7,Other,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING,False,True,False
A.J. Power Limited,29950,110752,80802.0,0.729575989598382,Developing Skills,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING,False,True,False
A.J.C. Lamont Trailers,15900,97000,81100.0,0.8360824742268042,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,MANUFACTURING,True,True,True
A1 Solutions (NI) Limited,3980,7960,3980.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST WEST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
A1 Solutions (NI) Limited,5200,10400,5200.0,0.5,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST WEST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
A1 Solutions (NI) Limited,6583,22989,16406.0,0.7136456566183826,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST WEST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,True,False
A1 Solutions (NI) Limited,3925,7850,3925.0,0.5,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST WEST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
A1 Solutions (NI) Limited,10000,27750,17750.0,0.6396396396396397,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST WEST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,True,False
A1 Solutions (NI) Limited,2460,4920,2460.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST WEST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,False,False
AA Specialist Joinery Limited,4400,8800,4400.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING,False,False,False
AA Specialist Joinery Limited,3765,7530,3765.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING,False,False,False
AATHER,19590,39180,19590.0,0.5,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,False,False
Abacus Legal Recruitment Ltd,87300,629979,542679.0,0.861423952226979,Creating Jobs / Capital Investment / Business Development,9,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,True,True,True
Abacus Legal Recruitment Ltd,3120,7800,4680.0,0.6,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,False,True,False
Abacus Legal Recruitment Ltd,1213,2425,1212.0,0.49979381443298965,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,False,False,False
Abacus Legal Recruitment Ltd,1838,3750,1912.0,0.5098666666666667,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,False,False,False
Abacus Legal Recruitment Ltd,8000,10000,2000.0,0.19999999999999996,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,False,False,False
Abbey Upholsterers Limited,97500,813538,716038.0,0.880153109012732,Creating Jobs / Capital Investment / Business Development,15,Northern Ireland,SME,Local,Local,EAST ANTRIM,MANUFACTURING,True,True,True
Abbey Upholsterers Limited,10800,29806,19006.0,0.6376568476145743,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,MANUFACTURING,False,True,False
Abbey Upholsterers Limited,2450,7000,4550.0,0.65,Developing Skills,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,MANUFACTURING,False,True,False
Abbey Upholsterers Limited,3400,8500,5100.0,0.6,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,MANUFACTURING,False,True,False
Abertay International Training Limited,4880,9760,4880.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,WEST TYRONE,EDUCATION,False,False,False
Able Gas,9991,19982,9991.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING,False,False,False
Able Gas,675,1350,675.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,MANUFACTURING,False,False,False
ABP,90000,440737,350737.0,0.7957965861727062,Developing Skills,0,Irish Republic,Non SME,External,Existing,UPPER BANN,MANUFACTURING,False,True,False
Absolute Organic Wine Limited,4000,5000,1000.0,0.19999999999999996,Covid Support,0,Northern Ireland,SME,Local,Local,MID ULSTER,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,False,False
Academin Fish Ltd,35000,35000,0.0,0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,False,False
Academin Fish Ltd,10000,10000,0.0,0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,False,False
Academy for International Science and Research Ltd,2200,4400,2200.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FOYLE,EDUCATION,False,False,False
Accumin Solutions Ltd,38538,94876,56338.0,0.5938066528943041,Investing in R&D,0,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",False,True,False
Accumin Solutions Ltd,22400,223900,201500.0,0.8999553372041089,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",True,True,True
Ace Drains Limited,36000,313800,277800.0,0.8852772466539197,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,LAGAN VALLEY,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",True,True,True
Ace Drains Limited,60000,60000,0.0,0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",False,False,False
Ace Fixings Limited,18000,36000,18000.0,0.5,Covid Support,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,False,False,False
ACE45 Limited,10000,10000,0.0,0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION,False,False,False
Aces Jewellers Limited,25000,25000,0.0,0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,OTHER SERVICE ACTIVITIES,False,False,False
Acheson & Glover Limited,42444,126811,84367.0,0.6652971745353321,Developing Skills,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING,False,True,False
Acheson & Glover Limited,40000,738123,698123.0,0.9458084899129278,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING,True,True,False
Acheson & Glover Limited,76466,353794,277328.0,0.7838685788905408,Developing Skills,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING,False,True,False
Acheson & Glover Limited,25063,50125,25062.0,0.4999900249376559,Other,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING,False,False,False
Acheson & Glover Limited,14568,37220,22652.0,0.6085975282106395,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING,False,True,False
Axial3D,1470,3000,1530.0,0.51,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING,False,False,False
Acksen Ltd,623,1245,622.0,0.49959839357429714,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,False,False
Acksen Ltd,10620,23600,12980.0,0.55,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,False,False
Acksen Ltd,3650,7300,3650.0,0.5,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,INFORMATION AND COMMUNICATION,False,False,False
ACME Ideas Limited,100000,1110000,1010000.0,0.9099099099099099,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION",True,True,False
Acorn IT Solutions Ltd,1715,3500,1785.0,0.51,Developing Skills,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,INFORMATION AND COMMUNICATION,False,False,False
